ID,Title,Pillar,Intructor,Categories,Difficulty,Difficulty_Num,Duration,Duration_Num,Require_Movement,Require_Movemen_Num,Tags,Source,Type,Audio,Recepie,Text,Video,Visualization
132,Sleep Enhancing Ambient Music,Rest,,Nature Sounds and Ambient Music,Beginner,1,30+ min,5,No,0.0,"Music, Relaxation, Sleep",Mockup,Audio,1,0,0,0,0
172,Sleep Enhancing Sounds of the Rainforest,Rest,,Nature Sounds and Ambient Music,Beginner,1,30+ min,5,No,0.0,"Rainforest, Peaceful, Calm, Enhancing, Nature, Sleep, Sounds, Relaxation",Mockup,Audio,1,0,0,0,0
152,Sleep Peacefully with Ambient Forest Sounds,Rest,,Nature Sounds and Ambient Music,Beginner,1,30+ min,5,No,0.0,"Peacefully, Forest, Calm, Nature, Ambient, Sounds, Sleep, Relaxation",Mockup,Audio,1,0,0,0,0
382,Sleep Soundly with Ocean Waves,Rest,,Nature Sounds and Ambient Music,Beginner,1,30+ min,5,No,0.0,"Soundly, Peaceful, Calm, Nature, Waves, Ocean, Sleep, Relaxation",Mockup,Audio,1,0,0,0,0
201,Sleep Soundly with Soothing Rain Sounds,Rest,,Nature Sounds and Ambient Music,Beginner,1,30+ min,5,No,0.0,"Soothing, Soundly, Calm, Rain, Nature, Sleep, Sounds, Relaxation",Mockup,Audio,1,0,0,0,0
293,Soothing Sleep with Nature Sounds,Rest,,Nature Sounds and Ambient Music,Beginner,1,30+ min,5,No,0.0,"Wellness, Soothing, Night, Peaceful, Calm, Nature, Sleep, Relaxation",Mockup,Audio,1,0,0,0,0
197,Start Your Day Right with Positive Affirmations,Beauty,,Affirmation,Beginner,1,<1 min (Shorts),1,No,0.0,"Right, Morning, Day, Affirmations, Positivity, Positive, Motivation",Mockup,"Audio, Text",1,0,1,0,0
365,Start Your Day with Positive Affirmations,Beauty,,Affirmation,Beginner,1,<1 min (Shorts),1,No,0.0,"Morning, Day, Affirmations, Positivity, Energy, Positive, Motivation",Mockup,"Audio, Text",1,0,1,0,0
277,Start Your Day with Uplifting Affirmations,Beauty,,Affirmation,Beginner,1,<1 min (Shorts),1,No,0.0,"Morning, Start, Uplifting, Day, Affirmations, Positivity, Energy, Motivation",Mockup,"Audio, Text",1,0,1,0,0
183,Start Your Day with a Tai Chi Routine,Activity,,Fitness,Intermediate,2,15 - 30 min,4,Yes,1.0,"Start, Tai Chi, Routine, Day, Energy, Exercise, Balance, Rhythm",Mockup,Video,0,0,0,1,0
166,Start Your Morning Right with Positive Affirmations,Beauty,,Affirmation,Beginner,1,<1 min (Shorts),1,No,0.0,"Morning, Right, Affirmations, Positivity, Energy, Positive, Motivation",Mockup,"Audio, Text",1,0,1,0,0
241,Stress Management Techniques,"Beauty, Rest",,Meditation and Mindfulness,Intermediate,2,15 - 30 min,4,No,0.0,"Wellness, Stress Management, Coping Strategies",Mockup,"Audio, Visualization",1,0,0,0,1
180,Stress Relief with Nature Sounds,Rest,,Nature Sounds and Ambient Music,Beginner,1,15 - 30 min,4,No,0.0,"Nature Sounds, Relaxation, Stress Relief",Mockup,Audio,1,0,0,0,0
221,Tai Chi for Enhancing Balance and Flexibility,"Rest, Activity",,Fitness,Intermediate,2,15 - 30 min,4,Yes,1.0,"Flexibility, Tai Chi, Fitness, Enhancing, Exercise, Balance, Training, Posture",Mockup,Video,0,0,0,1,0
368,Techniques for Mindful Living,"Beauty, Rest",,Meditation and Mindfulness,Intermediate,2,15 - 30 min,4,No,0.0,"Awareness, Techniques, Lifestyle, Calm, Mindful, Presence, Focus, Living",Mockup,"Audio, Visualization",1,0,0,0,1
39,The Art of Cooking Nutritious Meals,Nutrition,,Recipes,Intermediate,2,15 - 30 min,4,No,0.0,"Meals, Kitchen, Planning, Nutrition, Art, Cooking, Nutritious, Health",Mockup,"Text, Video",0,0,1,1,0
373,The Art of Preparing Healthy Meals,Nutrition,,Recipes,Intermediate,2,15 - 30 min,4,No,0.0,"Meals, Kitchen, Planning, Nutrition, Art, Cooking, Preparing, Healthy",Mockup,"Text, Video",0,0,1,1,0
190,The Benefits of Plant-Based Proteins Explained,Nutrition,,Education,Beginner,1,1-5 min,2,No,0.0,"Diet, Vegan, Nutrition, Plant-Based, Benefits, Proteins, Health, Explained",Mockup,"Text, Video",0,0,1,1,0
13,The Importance of Hydration for Health,Nutrition,,Education,Beginner,1,1-5 min,2,No,0.0,"Wellness, Drink, Lifestyle, Nutrition, Hydration, Water, Importance, Health",Mockup,"Text, Video",0,0,1,1,0
31,The Importance of Hydration for Optimal Health,Nutrition,,Education,Beginner,1,1-5 min,2,No,0.0,"Wellness, Drink, Lifestyle, Hydration, Water, Importance, Optimal, Health",Mockup,"Text, Video",0,0,1,1,0
145,The Importance of Vitamins and Minerals,Nutrition,,Education,Intermediate,2,6-15 min,3,No,0.0,"Minerals, Health, Vitamins",Mockup,"Text, Video",0,0,1,1,0
151,The Power of Plant-Based Proteins,Nutrition,,Education,Beginner,1,1-5 min,2,No,0.0,"Diet, Education, Vegan, Nutrition, Plant-Based, Power, Proteins, Health",Mockup,"Text, Video",0,0,1,1,0
232,The Power of Plant-Based Proteins Unveiled,Nutrition,,Education,Beginner,1,1-5 min,2,No,0.0,"Diet, Vegan, Nutrition, Plant-Based, Power, Proteins, Health, Unveiled",Mockup,"Text, Video",0,0,1,1,0
374,The Role of Hydration in Maintaining Health,Nutrition,,Education,Beginner,1,1-5 min,2,No,0.0,"Wellness, Drink, Lifestyle, Maintaining, Hydration, Water, Role, Health",Mockup,"Text, Video",0,0,1,1,0
417,The Science Behind Plant-Based Proteins,Nutrition,,Education,Beginner,1,1-5 min,2,No,0.0,"Diet, Vegan, Nutrition, Plant-Based, Science, Behind, Proteins, Health",Mockup,"Text, Video",0,0,1,1,0
303,The Science Behind Proper Hydration,Nutrition,,Education,Beginner,1,1-5 min,2,No,0.0,"Wellness, Drink, Hydration, Water, Proper, Science, Behind, Health",Mockup,"Text, Video",0,0,1,1,0
204,The Science of Hydration and Health,Nutrition,,Education,Beginner,1,1-5 min,2,No,0.0,"Wellness, Drink, Lifestyle, Nutrition, Hydration, Water, Science, Health",Mockup,"Text, Video",0,0,1,1,0
106,The Science of Hydration for Health and Wellness,Nutrition,,Education,Beginner,1,1-5 min,2,No,0.0,"Wellness, Drink, Lifestyle, Nutrition, Hydration, Water, Science, Health",Mockup,"Text, Video",0,0,1,1,0
418,The Science of Plant-Based Proteins,Nutrition,,Education,Beginner,1,1-5 min,2,No,0.0,"Diet, Education, Vegan, Nutrition, Plant-Based, Science, Proteins, Health",Mockup,"Text, Video",0,0,1,1,0
173,The Ultimate HIIT Challenge for Fitness Enthusiasts,Activity,,Fitness,Expert,3,30+ min,5,Yes,1.0,"Endurance, HIIT, Fitness, Challenge, Exercise, Ultimate, Enthusiasts, Training",Mockup,Video,0,0,0,1,0
238,The Ultimate HIIT Challenge for the Fitness Fanatics,Activity,,Fitness,Expert,3,30+ min,5,Yes,1.0,"Fanatics, Endurance, HIIT, Fitness, Challenge, Exercise, Ultimate, Training",Mockup,Video,0,0,0,1,0
20,The Ultimate HIIT Challenge for the Fitness Savvy,Activity,,Fitness,Expert,3,30+ min,5,Yes,1.0,"Endurance, HIIT, Fitness, Challenge, Exercise, Savvy, Ultimate, Training",Mockup,Video,0,0,0,1,0
30,The Ultimate HIIT Challenge for the Fitness Warriors,Activity,,Fitness,Expert,3,30+ min,5,Yes,1.0,"Endurance, HIIT, Fitness, Challenge, Exercise, Ultimate, Training, Warriors",Mockup,Video,0,0,0,1,0
79,The Ultimate HIIT Workout Challenge,Activity,,Fitness,Expert,3,30+ min,5,Yes,1.0,"Endurance, HIIT, Fitness, Challenge, Workout, Exercise, Ultimate, Training",Mockup,Video,0,0,0,1,0
384,The Ultimate HIIT Workout for Fitness Enthusiasts,Activity,,Fitness,Expert,3,30+ min,5,Yes,1.0,"Endurance, HIIT, Fitness, Workout, Exercise, Ultimate, Enthusiasts, Training",Mockup,Video,0,0,0,1,0
250,The Ultimate HIIT Workout for Fitness Lovers,Activity,,Fitness,Expert,3,30+ min,5,Yes,1.0,"Endurance, HIIT, Fitness, Lovers, Workout, Exercise, Ultimate, Training",Mockup,Video,0,0,0,1,0
236,Understanding Macronutrients,Nutrition,,Education,Intermediate,2,6-15 min,3,No,0.0,"Nutrition, Wellness, Health",Mockup,"Text, Video",0,0,1,1,0
398,Understanding Micronutrients,Nutrition,,Education,Intermediate,2,6-15 min,3,No,0.0,"Nutrition, Micronutrients, Health",Mockup,"Text, Video",0,0,1,1,0
72,Understanding Plant-Based Proteins,Nutrition,,Education,Beginner,1,1-5 min,2,No,0.0,"Nutrition, Plant-Based, Protein",Mockup,"Text, Video",0,0,1,1,0
95,Understanding Vitamins and Minerals,Nutrition,,Education,Intermediate,2,6-15 min,3,No,0.0,"Nutrition, Minerals, Vitamins",Mockup,"Text, Video",0,0,1,1,0
205,Understanding the Importance of Hydration,Nutrition,,Education,Beginner,1,1-5 min,2,No,0.0,"Wellness, Drink, Lifestyle, Understanding, Hydration, Water, Importance, Health",Mockup,"Text, Video",0,0,1,1,0
415,Understanding the Importance of Hydration for Health,Nutrition,,Education,Beginner,1,1-5 min,2,No,0.0,"Wellness, Drink, Lifestyle, Understanding, Hydration, Water, Importance, Health",Mockup,"Text, Video",0,0,1,1,0
36,Understanding the Power of Plant-Based Proteins,Nutrition,,Education,Beginner,1,1-5 min,2,No,0.0,"Diet, Vegan, Understanding, Nutrition, Plant-Based, Power, Proteins, Health",Mockup,"Text, Video",0,0,1,1,0
129,Understanding the Role of Hydration in Overall Health,Nutrition,,Education,Beginner,1,1-5 min,2,No,0.0,"Wellness, Drink, Understanding, Hydration, Overall, Water, Role, Health",Mockup,"Text, Video",0,0,1,1,0
75,Unraveling the Health Benefits of Plant-Based Proteins,Nutrition,,Education,Beginner,1,1-5 min,2,No,0.0,"Diet, Vegan, Nutrition, Plant-Based, Unraveling, Benefits, Proteins, Health",Mockup,"Text, Video",0,0,1,1,0
54,Unwind with the Sounds of a Calming Ocean,Rest,,Nature Sounds and Ambient Music,Beginner,1,30+ min,5,No,0.0,"Peaceful, Unwind, Calm, Nature, Ocean, Sounds, Calming, Relaxation",Mockup,Audio,1,0,0,0,0
23,Unwind with the Sounds of a Tranquil Rainforest,Rest,,Nature Sounds and Ambient Music,Beginner,1,30+ min,5,No,0.0,"Rainforest, Peaceful, Unwind, Tranquil, Calm, Nature, Sounds, Relaxation",Mockup,Audio,1,0,0,0,0
233,Vegan Protein Sources,Nutrition,,Education,Beginner,1,1-5 min,2,No,0.0,"Nutrition, Vegan, Protein",Mockup,"Text, Video",0,0,1,1,0
350,Vitamins and Minerals: A Comprehensive Guide,Nutrition,,Education,Intermediate,2,6-15 min,3,No,0.0,"Guide, Wellness, Education, Comprehensive, Nutrition, Minerals, Vitamins, Health",Mockup,"Text, Video",0,0,1,1,0
281,Yoga for Better Sleep,"Rest, Activity",,Fitness,Beginner,1,15 - 30 min,4,Yes,1.0,"Yoga, Relaxation, Sleep",Mockup,Video,0,0,0,1,0
324,Yoga for Deep Relaxation and Sleep,"Rest, Activity",,Fitness,Beginner,1,15 - 30 min,4,Yes,1.0,"Wellness, Night, Yoga, Peaceful, Deep, Calm, Sleep, Relaxation",Mockup,Video,0,0,0,1,0
164,Yoga for Deep Sleep and Relaxation,"Rest, Activity",,Fitness,Beginner,1,15 - 30 min,4,Yes,1.0,"Wellness, Night, Yoga, Deep, Peaceful, Calm, Sleep, Relaxation",Mockup,Video,0,0,0,1,0
179,Yoga for Enhanced Balance and Strength,"Rest, Activity",,Fitness,Intermediate,2,15 - 30 min,4,Yes,1.0,"Enhanced, Flexibility, Yoga, Fitness, Strength, Exercise, Balance, Training",Mockup,Video,0,0,0,1,0
91,Yoga for Enhancing Agility and Strength,"Rest, Activity",,Fitness,Intermediate,2,15 - 30 min,4,Yes,1.0,"Yoga, Fitness, Enhancing, Strength, Exercise, Balance, Agility, Training",Mockup,Video,0,0,0,1,0
408,Yoga for Enhancing Balance and Strength,"Rest, Activity",,Fitness,Intermediate,2,15 - 30 min,4,Yes,1.0,"Flexibility, Yoga, Fitness, Enhancing, Strength, Exercise, Balance, Training",Mockup,Video,0,0,0,1,0
379,Yoga for Enhancing Flexibility and Coordination,"Rest, Activity",,Fitness,Intermediate,2,15 - 30 min,4,Yes,1.0,"Flexibility, Yoga, Coordination, Fitness, Enhancing, Exercise, Balance, Training",Mockup,Video,0,0,0,1,0
425,Yoga for Enhancing Flexibility and Posture,"Rest, Activity",,Fitness,Intermediate,2,15 - 30 min,4,Yes,1.0,"Flexibility, Yoga, Fitness, Enhancing, Exercise, Balance, Training, Posture",Mockup,Video,0,0,0,1,0
387,Yoga for Enhancing Flexibility and Strength,"Rest, Activity",,Fitness,Intermediate,2,15 - 30 min,4,Yes,1.0,"Flexibility, Yoga, Fitness, Enhancing, Strength, Exercise, Balance, Training",Mockup,Video,0,0,0,1,0
218,Yoga for Flexibility,"Rest, Activity",,Fitness,Intermediate,2,15 - 30 min,4,Yes,1.0,"Balance, Flexibility, Yoga",Mockup,Video,0,0,0,1,0
411,Yoga for Improved Flexibility,"Rest, Activity",,Fitness,Intermediate,2,15 - 30 min,4,Yes,1.0,"Strength, Flexibility, Yoga",Mockup,Video,0,0,0,1,0
217,Yoga for Improving Balance and Flexibility,"Rest, Activity",,Fitness,Intermediate,2,15 - 30 min,4,Yes,1.0,"Flexibility, Yoga, Fitness, Improving, Strength, Exercise, Balance, Training",Mockup,Video,0,0,0,1,0
5,Yoga for Improving Posture and Flexibility,"Rest, Activity",,Fitness,Intermediate,2,15 - 30 min,4,Yes,1.0,"Flexibility, Yoga, Fitness, Improving, Strength, Exercise, Training, Posture",Mockup,Video,0,0,0,1,0
424,Yoga for Stress Relief,"Rest, Activity",,Fitness,Intermediate,2,15 - 30 min,4,Yes,1.0,"Relaxation, Yoga, Stress Relief",Mockup,Video,0,0,0,1,0
396,Zumba Fitness Dance Workout,Activity,,Fitness,Intermediate,2,15 - 30 min,4,Yes,1.0,"Zumba, Dance, Cardio",Mockup,Video,0,0,0,1,0
203,Boat Pose,Rest,Ola Kwiatkowska,Get to know the technique,Beginner,1,<1 min (Shorts),1,,,"Yoga Poses Library, body weight, Yoga",Real,Video,0,0,0,1,0
178,12 Muay Thai Poses,Active,Bao,,Beginner,1,1-5 min,2,,,Muay Thai,Real,Video,0,0,0,1,0
144,15 min Beginners Core Workout,Active,Ola Kwiatkowska,"Get started, Short and Sweet, Fitness Mojo",Beginner,1,,0,,,"Body Weight, Core series, Core",Real,Audio,1,0,0,0,0
414,15 min Bodyweight Beginners Workout,Active,Ola Kwiatkowska,"Get started, Just your body, Fitness Mojo",Intermediate,2,6-15 min,3,,,"Bodyweight series, x",Real,Video,0,0,0,1,0
153,15 min Yoga Flow for Beginners,Rest,Ola Kwiatkowska,"Get started, Short and Sweet",Beginner,1,6-15 min,3,,,"Yoga series, Yoga",Real,Video,0,0,0,1,0
81,16 Thai-Chi Poses Library,Rest,Bao,,Beginner,1,6-15 min,3,,,Thai-Chi,Real,Video,0,0,0,1,0
118,18 Thai Stretching Poses Library,Rest,Sophon,,Beginner,1,1-5 min,2,,,"Thai Stretching Classes, Stretching, Thai Stretching",Real,Video,0,0,0,1,0
157,20 min Bodyweight Beginners Workout,Active,Ola Kwiatkowska,"Just your body, Fitness Mojo",Intermediate,2,15 - 30 min,4,,,"Bodyweight series, whole body, bodyweight, strength",Real,Video,0,0,0,1,0
363,20 min Yoga Flow for Beginners - Ola teaches Ross,Rest,Ola Kwiatkowska,"On the floor, get started",Beginner,1,6-15 min,3,,,"Yoga series, Yoga",Real,Video,0,0,0,1,0
242,25 min Yoga Flow for Beginners - Ola teaches Magda,Rest,Ola Kwiatkowska,"On the floor, get started",Beginner,1,6-15 min,3,,,"Yoga series, Yoga",Real,Video,0,0,0,1,0
376,31 Yoga Poses Library,Active,Nitti,,Beginner,1,6-15 min,3,,,Yoga,Real,Video,0,0,0,1,0
105,4-7-8 breathing,Rest,,,,0,,0,,,,Real,Unknown,0,0,0,0,0
62,7 count breath,Rest,,,,0,,0,,,,Real,Unknown,0,0,0,0,0
109,Apple & cinnamon crumble,Nutrition ,Jess and Iain,"Short and sweet, healthy desserts",,0,6-15 min,3,,,"gluten free, vegan, baking, guilt free, none, desserts",Real,"Recepie, Video",0,1,0,1,0
128,Basic Squat - Bodyweight Library,Active,Ola Kwiatkowska,Get to know the technique,Beginner,1,<1 min (Shorts),1,,,"Bodyweight Exercises Library, library, Body weight",Real,Video,0,0,0,1,0
82,Benefits of breathing practices\,Rest,,,,0,,0,,,,Real,Unknown,0,0,0,0,0
422,Benefits of meditation,Rest,,,,0,,0,,,,Real,Unknown,0,0,0,0,0
268,Big Toe PosePadangusthasana,Rest,Ola Kwiatkowska,Get to know the technique,Beginner,1,<1 min (Shorts),1,,,"Yoga Poses Library, body weight, Yoga",Real,Video,0,0,0,1,0
45,Body Awareness,Active,Walerija,,,0,,0,,,,Real,Video,0,0,0,1,0
165,Body Coordination - Extraordinary Rhythm,Active,Walerija,,,0,,0,,,,Real,Video,0,0,0,1,0
278,Body scanning meditation,Rest,,,,0,,0,,,,Real,Unknown,0,0,0,0,0
90,Bodyweight Workout Advantages & Benefits,Active,Ola Kwiatkowska,Check why,,0,,0,,,"Bodyweight series, whole body, bodyweight, strength",Real,Video,0,0,0,1,0
399,Box breathing,Rest,,,,0,,0,,,,Real,Unknown,0,0,0,0,0
403,Breaking down a Balanced diet,Nutrition ,Jess Vergeer,GOE Academy,,0,6-15 min,3,,,"Educational, building blocks, none",Real,"Recepie, Video",0,1,0,1,0
380,Breath work meditation,Rest,,,,0,,0,,,,Real,Unknown,0,0,0,0,0
347,Breathing Techniques For Health - Breath of Joy,Rest,Julie Chinmayi,"Take a breath, Mind and Body",Beginner,1,6-15 min,3,,,"Breathing, Breathing Techniques For Health",Real,Video,0,0,0,1,0
322,Breathing Techniques For Health - Loving Breath,Rest,Julie Chinmayi ,"Take a breath, Mind and Body",Beginner,1,6-15 min,3,,,"Breathing, Breathing Techniques For Health",Real,Video,0,0,0,1,0
167,Breathing Techniques for Health -  Grounding Breath,Rest,Julie Chinmayi,"Take abreath, Mind and Body",Beginner,1,6-15 min,3,,,"Breathing Techniques For Health, breathing, Relaxation",Real,Video,0,0,0,1,0
211,Breathing Techniques for Health - Breathing into Emotion,Rest,Julie Chinmayi,"Take abreath, Mind and Body, Relax",Beginner,1,6-15 min,3,,,"Breathing Techniques For Health, breathing, Relaxation",Real,Video,0,0,0,1,0
168,Breathing Techniques for Health - Diaphragmatic Breath,Rest,Julie Chinmayi,"Take abreath, Mind and Body",Beginner,1,6-15 min,3,,,"Breathing Techniques For Health, breathing, Relaxation",Real,Video,0,0,0,1,0
227,Breathing Techniques for Health - Heat Sensations of the Breath,Rest,Julie Chinmayi ,"Take abreath, Mind and Body",Beginner,1,6-15 min,3,,,"Breathing Techniques For Health, breathing, Relaxation",Real,Video,0,0,0,1,0
298,Breathing Techniques for Health - How breathing can improve your wellness,Rest,Julie Chinmayi,"Take abreath, Mind and Body",Intermediate,2,6-15 min,3,,,"Educational, Breathing Techniques For Health",Real,Video,0,0,0,1,0
8,Breathing Techniques for Health - Thought Erasing,Rest,Julie Chinmayi,"Take a breath, Relax",Beginner,1,6-15 min,3,,,"Breathing Techniques For Health, breathing, Relaxation",Real,Video,0,0,0,1,0
300,Breathing Techniques for Health - Twisting Breath,Rest,Julie Chinmayi,"Take a breath, Relax, Mind and Body",Beginner,1,6-15 min,3,,,"Breathing Techniques For Health, breathing, Relaxation",Real,Video,0,0,0,1,0
116,Bridge - Bodyweight Library,Active,Ola Kwiatkowska,Get to know the technique,Beginner,1,<1 min (Shorts),1,,,"Bodyweight Exercises Library, library, Body weight",Real,Video,0,0,0,1,0
345,Butterfly Pose,Rest,Ola Kwiatkowska,Get to know the technique,Beginner,1,<1 min (Shorts),1,,,"Yoga Poses Library, body weight, Yoga",Real,Video,0,0,0,1,0
262,Cat and Cow - Yoga Library,Rest,Ola Kwiatkowska,Get to know the technique,Beginner,1,6-15 min,3,,,"Yoga Poses Library, body weight, Yoga",Real,Video,0,0,0,1,0
355,Centipede - Bodyweight Library,Active,Ola Kwiatkowska,Get to know the technique,Beginner,1,<1 min (Shorts),1,,,"Bodyweight Exercises Library, library, Body weight",Real,Video,0,0,0,1,0
410,Chair Pose,Rest,Ola Kwiatkowska,Get to know the technique,Beginner,1,<1 min (Shorts),1,,,"Yoga Poses Library, body weight, Yoga",Real,Video,0,0,0,1,0
137,Chakra meditation,Rest,,,,0,,0,,,,Real,Unknown,0,0,0,0,0
247,Childs Pose - Yoga Library,Rest,Ola Kwiatkowska,Get to know the technique,Beginner,1,<1 min (Shorts),1,,,"Yoga Poses Library, body weight, Yoga",Real,Video,0,0,0,1,0
267,Chocolate mousse & chia seeds,Nutrition ,Iain Mcbride,"Short and sweet, healthy desserts, quick and easy",Beginner,1,6-15 min,3,,,"veggie, dessert, guilt free, none",Real,"Recepie, Video",0,1,0,1,0
392,Combo breathing,Rest,,,,0,,0,,,,Real,Unknown,0,0,0,0,0
357,Conclusion and Summary of the First Part of the Course,Active,Walerija,,,0,,0,,,,Real,Video,0,0,0,1,0
146,Confidence Starts with Proper Silhouette/Posture,Active,Walerija,,,0,,0,,,,Real,Video,0,0,0,1,0
328,Core Office Workout,Rest,Ola Kwiatkowska,"Stretching, Yoga",Beginner,1,1-5 min,2,,,"body weight, Yoga Office Workout, Yoga",Real,Video,0,0,0,1,0
86,Core workout 1,Active,Mark Boateng,"Just your body,On the floor, Sweet and short",Intermediate,2,6-15 min,3,,,"body weight, strenght, none, Core",Real,Video,0,0,0,1,0
333,Core workout 2,Active,Mark Boateng,"Just your body,On the floor, Sweet and short",Intermediate,2,6-15 min,3,,,"body weight, strenght, none, Core",Real,Video,0,0,0,1,0
50,Core workout 3,Active,Mark Boateng,"Just your body,On the floor, Sweet and short",Beginner,1,6-15 min,3,,,"body weight, strenght, none, Core",Real,Video,0,0,0,1,0
38,Courtesy - Bodyweight Library,Active,Ola Kwiatkowska,Get to know the technique,Beginner,1,<1 min (Shorts),1,,,"Bodyweight Exercises Library, library, Body weight",Real,Video,0,0,0,1,0
35,Crunch with AMS - Core Library,Active,Ola Kwiatkowska,Get to know the technique,Beginner,1,<1 min (Shorts),1,,,"Core Exercises Library, Body Weight, Core",Real,Video,0,0,0,1,0
356,Cuban Cha Cha Cha,Active,Walerija,,,0,,0,,,,Real,Video,0,0,0,1,0
220,Dance for the Brave. Chair Dance,Active,Walerija,,,0,,0,,,,Real,Video,0,0,0,1,0
24,Dancer Pose,Rest,Ola Kwiatkowska,Get to know the technique,Beginner,1,<1 min (Shorts),1,,,"Yoga Poses Library, body weight, Yoga",Real,Video,0,0,0,1,0
361,Deadlift - Bodyweight Library,Active,Ola Kwiatkowska,Get to know the technique,Beginner,1,<1 min (Shorts),1,,,"Bodyweight Exercises Library, library, Body weight",Real,Video,0,0,0,1,0
394,Desk Stretches Workout,Rest,Ola Kwiatkowska,"Stretching, Yoga",Beginner,1,1-5 min,2,,,"body weight, Yoga Office Workout, Yoga",Real,Video,0,0,0,1,0
285,Developing Body Flexibility. Free and Flexible Body,Active,Walerija,,,0,,0,,,,Real,Video,0,0,0,1,0
229,Down Dog - Yoga Library,Rest,Ola Kwiatkowska,Get to know the technique,Beginner,1,<1 min (Shorts),1,,,"Yoga Poses Library, body weight, Yoga",Real,Video,0,0,0,1,0
11,Dynamic Cardio,Active,Mark Boateng,"Just your body, Push yourself",Intermediate,2,6-15 min,3,,,"cardio, none, Body weight",Real,Video,0,0,0,1,0
67,Eagle Pose/Garudasana,Rest,Ola Kwiatkowska,Get to know the technique,Beginner,1,<1 min (Shorts),1,,,"Yoga Poses Library, body weight, Yoga",Real,Video,0,0,0,1,0
29,Easy Pose,Rest,Ola Kwiatkowska,Get to know the technique,Beginner,1,<1 min (Shorts),1,,,"Yoga Poses Library, body weight, Yoga",Real,Video,0,0,0,1,0
208,Emotional Release - Abdominal Breath,Rest,Julie Chinmayi,"Take abreath, Mind and Body",Intermediate,2,6-15 min,3,,,"Emotional Release, breathing, Relaxation",Real,Video,0,0,0,1,0
314,Emotional Release - Humming Bee Breath,Rest,Julie Chinmayi,"Take abreath, Mind and Body",Intermediate,2,6-15 min,3,,,"emotional release, Emotional Release, breathing, Relaxation",Real,Video,0,0,0,1,0
125,Emotional Release - ‘Ma’ chanting,Rest,Julie Chinmayi,"Meditation, Mind and body",Beginner,1,6-15 min,3,,,"Emotional Release, Emotional release",Real,Video,0,0,0,1,0
70,Emotional release lions breath,Rest,Julie Chinmayi ,Take a breath,Intermediate,2,6-15 min,3,,,"Emotional Release, Emotional release",Real,Video,0,0,0,1,0
162,Energetic Salsa,Active,Walerija,,,0,,0,,,,Real,Video,0,0,0,1,0
230,Family Friendly Yoga with Kids,Rest,Julie Chinmayi,"Mind and body, my evening routine",Beginner,1,6-15 min,3,,,Yoga,Real,Video,0,0,0,1,0
195,Feminine Dance,Active,Walerija,,,0,,0,,,,Real,Video,0,0,0,1,0
138,Feminine Energy. Spain,Active,Walerija,,,0,,0,,,,Real,Video,0,0,0,1,0
386,Feminine Sensuality,Active,Walerija,,,0,,0,,,,Real,Video,0,0,0,1,0
113,Food for fuel,Nutrition ,Jess Vergeer,GOE Academy,Beginner,1,6-15 min,3,,,"Educational, building blocks, none",Real,"Recepie, Video",0,1,0,1,0
101,Forward Fold,Rest,Ola Kwiatkowska,Get to know the technique,Beginner,1,<1 min (Shorts),1,,,"Yoga Poses Library, body weight, Yoga",Real,Video,0,0,0,1,0
287,Full Crunch - Core Library,Active,Ola Kwiatkowska,Get to know the technique,Beginner,1,<1 min (Shorts),1,,,"Core Exercises Library, Body Weight, Core",Real,Video,0,0,0,1,0
378,Gratitude meditation,Rest,,,,0,,0,,,,Real,Unknown,0,0,0,0,0
338,HIIT  - High Intensity Interval Training workout 1,Active,Mark Boateng,"Push yourself, Just your body, Get energised",Beginner,1,6-15 min,3,,,"HIIT, none, Body weight, cardio, strenght",Real,Video,0,0,0,1,0
111,HIIT  - High Intensity Interval Training workout 3,Active,Mark Boateng,"Push yourself, Just your body",Intermediate,2,6-15 min,3,,,"HIIT, none, Body weight, cardio, strenght",Real,Video,0,0,0,1,0
188,HIIT - High Intensity Interval Training workout 4,Active,Mark Boateng,"Push yourself, Just your body, Get energised",Intermediate,2,6-15 min,3,,,"HIIT, none, Body weight, cardio, strenght",Real,Video,0,0,0,1,0
123,HIIT- High Intensity Interval Training  workout 2,Active,Mark Boateng,"Push yourself, Just your body, Get energised",Intermediate,2,6-15 min,3,,,"HIIT, none, Body weight, cardio, strenght",Real,Video,0,0,0,1,0
275,Half Lotus - Yoga Library,Rest,Ola Kwiatkowska,Get to know the technique,Beginner,1,<1 min (Shorts),1,,,"Yoga Poses Library, body weight, Yoga",Real,Video,0,0,0,1,0
93,Half Lotus Forward Fold - Yoga Library,Rest,Ola Kwiatkowska,Get to know the technique,Beginner,1,<1 min (Shorts),1,,,"Yoga Poses Library, body weight, Yoga",Real,Video,0,0,0,1,0
342,Half Lotus with Side Bend - Yoga Library,Rest,Ola Kwiatkowska,Get to know the technique,Beginner,1,<1 min (Shorts),1,,,"Yoga Poses Library, body weight, Yoga",Real,Video,0,0,0,1,0
196,Half Moon Pose/Ardha Chandrasana,Rest,Ola Kwiatkowska,Get to know the technique,Beginner,1,<1 min (Shorts),1,,,"Yoga Poses Library, body weight, Yoga",Real,Video,0,0,0,1,0
63,Heel Touch - Core Library,Active,Ola Kwiatkowska,Get to know the technique,Beginner,1,<1 min (Shorts),1,,,"Core Exercises Library, Body Weight, Core",Real,Video,0,0,0,1,0
