date,holiday_name,holiday,shutdown,mini_shutdown,warehouse_limited,shops_closed,winter_school_holidays,school_holidays,blackout,mov_change,frankfurt_shutdown,precipitation,snow,warehouse
2019-05-29,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-04-04,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-07-22,,0,0,0,0,0,0,0,0,0.0,0,3.63,0.0,Brno_1
2022-08-02,,0,0,0,0,0,0,0,0,0.0,0,0.18,0.0,Brno_1
2021-06-04,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-04-26,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-04-07,,0,0,0,0,0,0,0,0,0.0,0,0.3,0.0,Brno_1
2021-07-29,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-10-25,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-08-18,,0,0,0,0,0,0,0,0,0.0,0,0.3,0.0,Brno_1
2022-05-26,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-02-25,,0,0,0,0,0,1,0,0,0.0,0,0.0,0.0,Brno_1
2021-10-26,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2023-12-09,,0,0,0,0,0,0,0,0,0.0,0,0.0,2.62,Brno_1
2020-11-19,,0,0,0,0,0,0,0,0,0.0,0,1.6,0.0,Brno_1
2019-01-23,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2023-12-07,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-08-02,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2023-11-09,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-02-28,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-05-04,,0,0,0,0,0,0,0,0,0.0,0,3.4,0.0,Brno_1
2020-06-04,,0,0,0,0,0,0,0,0,0.0,0,2.7,0.0,Brno_1
2019-05-03,,0,0,0,0,0,0,0,0,0.0,0,0.6,0.0,Brno_1
2019-11-03,,0,0,0,0,0,0,0,0,0.0,0,2.2,0.0,Brno_1
2020-11-20,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2024-01-21,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-03-08,International womens day,0,0,0,0,0,0,0,0,0.0,0,0.0,1.0,Brno_1
2020-03-08,International womens day,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-10-31,,0,0,0,0,0,0,0,0,0.0,0,0.1,0.0,Brno_1
2020-09-20,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-04-05,,0,1,0,0,0,0,0,0,0.0,0,3.6,0.0,Brno_1
2019-12-18,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2023-12-18,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2023-09-07,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-09-06,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2023-09-04,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2023-09-01,,0,0,0,0,0,0,0,0,0.0,0,1.17,0.0,Brno_1
2019-09-04,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2023-08-26,,0,0,0,0,0,0,0,0,0.0,0,1.29,0.0,Brno_1
2019-09-03,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-08-30,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-08-28,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2023-09-02,,0,0,0,0,0,0,0,0,0.0,0,0.13,0.0,Brno_1
2022-11-06,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2023-02-05,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2022-11-29,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2023-01-08,,0,0,0,0,0,0,0,0,1.0,0,0.52,0.0,Brno_1
2023-01-19,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2023-01-26,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2022-12-03,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.45,Brno_1
2023-02-09,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2023-04-02,,0,0,0,0,0,0,0,0,1.0,0,3.81,0.0,Brno_1
2022-11-30,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2023-01-20,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2023-06-26,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2023-03-19,,0,0,0,0,0,1,0,0,1.0,0,0.0,0.0,Brno_1
2020-12-11,,0,0,0,0,0,0,0,0,0.0,0,0.9,2.0,Brno_1
2019-11-15,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-03-11,,0,0,0,0,0,0,0,0,0.0,0,0.3,0.0,Brno_1
2019-05-12,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-05-15,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-04-14,,0,0,0,0,0,0,0,0,0.0,0,0.6,0.0,Brno_1
2023-08-15,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-02-17,,0,0,0,0,0,0,0,0,0.0,0,0.5,0.0,Brno_1
2022-08-15,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-01-13,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2023-12-12,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-05-13,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-10-11,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-07-13,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-03-12,,0,0,0,0,0,0,0,0,0.0,0,0.1,0.0,Brno_1
2023-10-17,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-01-17,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-11-14,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-06-17,,0,0,0,0,0,0,0,0,0.0,0,3.0,0.0,Brno_1
2022-09-16,,0,0,0,0,0,0,0,0,0.0,0,0.48,0.0,Brno_1
2021-08-14,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-02-16,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-08-13,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2023-11-12,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2023-10-15,,0,0,0,0,0,0,0,0,0.0,0,0.16,0.0,Brno_1
2021-06-17,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-06-10,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-12-15,,0,0,0,0,0,0,0,0,0.0,0,0.5,0.0,Brno_1
2022-05-13,,0,0,0,0,0,0,0,0,0.0,0,1.66,0.0,Brno_1
2021-01-10,,0,0,0,0,0,0,0,0,0.0,0,0.0,4.0,Brno_1
2019-11-11,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-02-15,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-06-13,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-08-14,,0,0,0,0,0,0,0,0,0.0,0,2.91,0.0,Brno_1
2024-02-13,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-07-14,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-02-14,,0,0,0,0,0,0,0,0,0.0,0,0.1,0.0,Brno_1
2021-10-15,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2023-12-17,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-12-11,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.27,Brno_1
2022-11-14,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2023-06-11,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2023-02-12,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2023-03-11,,0,0,0,0,0,0,0,0,1.0,0,1.38,0.1,Brno_1
2022-10-14,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2023-03-13,,0,0,0,0,0,1,0,0,1.0,0,0.83,0.0,Brno_1
2023-01-13,,0,0,0,0,0,0,0,0,1.0,0,2.66,0.0,Brno_1
2023-01-16,,0,0,0,0,0,0,0,0,1.0,0,1.29,0.31,Brno_1
2023-05-13,,0,0,0,0,0,0,0,0,1.0,0,0.38,0.0,Brno_1
2023-05-11,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2023-01-12,,0,0,0,0,0,0,0,0,1.0,0,1.38,0.0,Brno_1
2022-12-20,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2023-12-30,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-12-22,,0,0,0,0,0,0,0,0,0.0,0,4.6,0.0,Brno_1
2019-10-25,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-07-03,,0,0,0,0,0,0,0,0,0.0,0,1.2,0.0,Brno_1
2023-12-22,,0,0,0,0,0,0,0,0,0.0,0,3.08,3.17,Brno_1
2021-11-01,,0,0,0,0,0,0,0,0,0.0,0,2.0,0.0,Brno_1
2023-07-02,,0,0,0,0,0,0,0,0,0.0,0,0.1,0.0,Brno_1
2023-07-08,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-07-06,Jan Hus,1,0,0,0,0,0,0,0,0.0,0,0.65,0.0,Brno_1
2021-05-02,,0,0,0,0,0,0,0,0,0.0,0,2.3,0.0,Brno_1
2023-01-01,New Years Day,1,0,0,0,1,0,0,0,1.0,0,0.0,0.0,Brno_1
2020-12-31,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-01-02,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-10-29,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2023-12-27,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-04-19,,0,0,0,0,0,0,0,0,0.0,0,4.04,0.0,Brno_1
2019-04-23,,0,0,0,0,0,0,0,0,0.0,0,2.7,0.0,Brno_1
2019-07-01,,0,0,0,0,0,0,0,0,0.0,0,18.9,0.0,Brno_1
2019-05-19,,0,0,0,0,0,0,0,0,0.0,0,7.3,0.0,Brno_1
2022-06-04,,0,0,0,0,0,0,0,0,0.0,0,8.92,0.0,Brno_1
2020-06-20,,0,0,0,0,0,0,0,0,0.0,0,16.7,0.0,Brno_1
2019-08-20,,0,0,0,0,0,0,0,0,0.0,0,10.9,0.0,Brno_1
2019-01-31,,0,0,0,0,0,0,0,0,0.0,0,0.0,10.0,Brno_1
2021-01-07,,0,0,0,0,0,0,0,0,0.0,0,11.9,8.0,Brno_1
2022-09-18,,0,0,0,0,0,0,0,0,0.0,0,8.58,0.0,Brno_1
2021-06-24,,0,0,0,0,0,0,0,0,0.0,0,16.7,0.0,Brno_1
2021-08-27,,0,0,0,0,0,0,0,0,0.0,0,21.4,0.0,Brno_1
2019-09-08,,0,0,0,0,0,0,0,0,0.0,0,15.0,0.0,Brno_1
2023-06-06,,0,0,0,0,0,0,0,0,1.0,0,7.45,0.0,Brno_1
2021-01-14,,0,0,0,0,0,0,0,0,0.0,0,0.5,7.0,Brno_1
2019-11-13,,0,0,0,0,0,0,0,0,0.0,0,5.2,0.0,Brno_1
2021-01-08,,0,0,0,0,0,0,0,0,0.0,0,0.8,6.0,Brno_1
2021-02-11,,0,0,0,0,0,0,0,0,0.0,0,0.0,15.0,Brno_1
2021-09-16,,0,0,0,0,0,0,0,0,0.0,0,5.6,0.0,Brno_1
2024-02-11,,0,0,0,0,0,1,0,0,0.0,0,8.94,0.0,Brno_1
2021-02-14,,0,0,0,0,0,0,0,0,0.0,0,0.0,12.0,Brno_1
2023-05-06,,0,0,0,0,0,0,0,0,1.0,0,6.86,0.0,Brno_1
2020-12-24,Christmas Eve,1,0,0,0,0,0,0,0,0.0,0,10.7,0.0,Brno_1
2022-02-06,,0,0,0,0,0,0,0,0,0.0,0,0.35,0.0,Brno_1
2021-06-20,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-07-29,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-03-01,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-03-30,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-01-05,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2023-08-08,,0,0,0,0,0,0,0,0,0.0,0,2.47,0.0,Brno_1
2020-07-19,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-03-25,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-03-22,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-03-03,,0,0,0,0,0,0,0,0,0.0,0,3.1,0.0,Brno_1
2022-02-24,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-07-18,,0,0,0,0,0,0,0,0,0.0,0,1.9,0.0,Brno_1
2021-12-03,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-06-21,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-10-05,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-03-30,,0,0,0,0,0,0,0,0,0.0,0,0.3,0.0,Brno_1
2019-09-19,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-09-22,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-05-30,,0,0,0,0,0,0,0,0,0.0,0,0.1,0.0,Brno_1
2022-08-08,,0,0,0,0,0,0,0,0,0.0,0,0.24,0.0,Brno_1
2020-02-19,,0,0,0,0,0,0,0,0,0.0,0,0.3,0.0,Brno_1
2020-11-04,,0,0,0,0,0,0,0,0,0.0,0,0.2,0.0,Brno_1
2024-01-29,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-04-23,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-06-03,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-03-18,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-02-22,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-02-23,,0,0,0,0,0,0,0,0,0.0,0,1.48,0.0,Brno_1
2022-09-21,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2023-07-18,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-10-20,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-07-29,,0,0,0,0,0,0,0,0,0.0,0,0.71,0.0,Brno_1
2019-01-07,,0,0,0,0,0,0,0,0,0.0,0,1.1,0.0,Brno_1
2020-04-20,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-10-07,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-08-05,,0,0,0,0,0,0,0,0,0.0,0,0.1,0.0,Brno_1
2023-07-22,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-12-09,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-01-23,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2024-01-23,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.66,Brno_1
2022-09-30,,0,0,0,0,0,0,0,0,0.0,0,3.87,0.0,Brno_1
2023-09-24,,0,0,0,0,0,0,0,0,0.0,0,0.32,0.0,Brno_1
2019-07-25,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-04-22,,0,0,0,0,0,0,0,0,0.0,0,0.5,0.0,Brno_1
2021-11-22,,0,0,0,0,0,0,0,0,0.0,0,0.2,0.0,Brno_1
2022-06-08,,0,0,0,0,0,0,0,0,0.0,0,4.05,0.0,Brno_1
2022-03-26,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-04-06,,0,0,0,0,0,0,0,0,0.0,0,0.2,0.0,Brno_1
2022-07-18,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-02-26,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-12-07,,0,0,0,0,0,0,0,0,0.0,0,0.5,0.0,Brno_1
2019-09-23,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-03-09,,0,0,0,0,0,0,0,0,0.0,0,2.9,0.0,Brno_1
2019-03-26,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-06-08,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-02-21,,0,0,0,0,0,0,0,0,0.0,0,2.3,0.0,Brno_1
2023-08-18,,0,0,0,0,0,0,0,0,0.0,0,0.11,0.0,Brno_1
2022-06-23,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2023-11-28,,0,0,0,0,0,0,0,0,0.0,0,0.11,4.09,Brno_1
2020-01-26,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-07-08,,0,0,0,0,0,0,0,0,0.0,0,1.6,0.0,Brno_1
2021-07-28,,0,0,0,0,0,0,0,0,0.0,0,0.6,0.0,Brno_1
2019-08-21,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-09-24,,0,0,0,0,0,0,0,0,0.0,0,0.7,0.0,Brno_1
2022-03-02,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2024-03-03,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-10-20,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-01-31,,0,0,0,0,0,0,0,0,0.0,0,0.63,0.7,Brno_1
2024-01-25,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2024-02-04,,0,0,0,0,0,0,0,0,0.0,0,0.87,0.0,Brno_1
2019-04-24,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-03-31,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-09-21,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-10-18,,0,0,0,0,0,0,0,0,0.0,0,0.8,0.0,Brno_1
2023-11-22,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-06-05,,0,0,0,0,0,0,0,0,0.0,0,0.2,0.0,Brno_1
2022-02-18,,0,0,0,0,0,0,0,0,0.0,0,1.51,0.0,Brno_1
2021-07-30,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-01-24,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-09-22,,0,0,0,0,0,0,0,0,0.0,0,3.3,0.0,Brno_1
2021-03-23,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-10-18,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-06-09,,0,0,0,0,0,0,0,0,0.0,0,4.97,0.0,Brno_1
2021-05-22,,0,0,0,0,0,0,0,0,0.0,0,4.2,0.0,Brno_1
2019-07-22,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-08-04,,0,0,0,0,0,0,0,0,0.0,0,3.3,0.0,Brno_1
2019-11-01,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2023-09-23,,0,0,0,0,0,0,0,0,0.0,0,1.08,0.0,Brno_1
2023-12-05,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-12-30,,0,0,0,0,0,0,0,0,0.0,0,1.7,0.0,Brno_1
2020-12-30,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-02-27,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-03-04,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2024-02-05,,0,0,0,0,0,1,0,0,0.0,0,0.29,0.0,Brno_1
2023-09-05,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-08-29,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-09-04,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-09-02,,0,0,0,0,0,0,0,0,0.0,0,0.2,0.0,Brno_1
2019-09-09,,0,0,0,0,0,0,0,0,0.0,0,0.9,0.0,Brno_1
2019-08-31,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-09-03,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2023-11-29,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-06-30,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-11-23,,0,0,0,0,0,0,0,0,1.0,0,1.26,0.0,Brno_1
2022-11-26,,0,0,0,0,0,0,0,0,1.0,0,0.1,0.0,Brno_1
2023-01-24,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2023-05-30,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2023-04-25,,0,0,0,0,0,0,0,0,1.0,0,1.36,0.0,Brno_1
2023-04-22,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2023-01-18,,0,0,0,0,0,0,0,0,1.0,0,0.0,4.92,Brno_1
2023-04-20,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2023-03-23,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2023-05-03,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2023-01-06,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2023-06-18,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2023-02-22,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2023-03-08,International womens day,0,0,0,0,0,0,0,0,1.0,0,0.32,0.0,Brno_1
2022-11-07,,0,0,0,0,0,0,0,0,1.0,0,0.29,0.0,Brno_1
2023-06-03,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2022-11-05,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2023-06-02,,0,0,0,0,0,0,0,0,1.0,0,0.85,0.0,Brno_1
2022-12-19,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2022-12-05,,0,0,0,0,0,0,0,0,1.0,0,0.0,0.0,Brno_1
2022-08-13,,0,0,0,0,0,0,0,0,0.0,0,0.1,0.0,Brno_1
2021-05-11,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-09-11,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-08-13,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-07-13,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-03-16,,0,0,0,0,0,0,0,0,0.0,0,0.3,0.0,Brno_1
2020-03-12,,0,0,0,0,0,0,0,0,0.0,0,0.6,0.0,Brno_1
2020-05-17,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-09-17,,0,0,0,0,0,0,0,0,0.0,0,0.19,0.0,Brno_1
2019-03-11,,0,0,0,0,0,0,0,0,0.0,0,0.3,0.0,Brno_1
2023-08-17,,0,0,0,0,0,0,0,0,0.0,0,1.2,0.0,Brno_1
2022-07-15,,0,0,0,0,0,0,0,0,0.0,0,1.12,0.0,Brno_1
2019-01-11,,0,0,0,0,0,0,0,0,0.0,0,1.6,0.0,Brno_1
2020-03-13,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2023-10-12,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-05-12,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-01-11,,0,0,0,0,0,0,0,0,0.0,0,0.0,4.0,Brno_1
2023-07-11,,0,0,0,0,0,0,0,0,0.0,0,1.46,0.0,Brno_1
2020-07-15,,0,0,0,0,0,0,0,0,0.0,0,1.3,0.0,Brno_1
2021-06-15,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-10-08,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-11-10,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-06-12,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-03-08,International womens day,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2023-08-16,,0,0,0,0,0,0,0,0,0.0,0,3.02,0.0,Brno_1
2020-04-17,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-06-13,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-09-17,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-10-17,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-01-14,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-02-13,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2021-11-17,Den boje za svobodu a demokracii,1,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-02-15,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-05-12,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-01-14,,0,0,0,0,0,0,0,0,0.0,0,0.7,0.0,Brno_1
2020-12-16,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-07-11,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2020-01-10,,0,0,0,0,0,0,0,0,0.0,0,0.1,0.0,Brno_1
2021-10-14,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2019-01-10,,0,0,0,0,0,0,0,0,0.0,0,0.0,3.0,Brno_1
2023-09-14,,0,0,0,0,0,0,0,0,0.0,0,2.32,0.0,Brno_1
2022-02-14,,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Brno_1
2022-03-12,,0,0,0,0,0,1,0,0,0.0,0,0.0,0.0,Brno_1
2022-09-10,,0,0,0,0,0,0,0,0,0.0,0,1.36,0.0,Brno_1
2023-06-16,,0,0,0,0,0,0,0,0,1.0,0,0.1,0.0,Brno_1
