ID,Target
ID_FLZLSI4 x m2,8.217322
ID_FLZLSI4 x m3,8.217322
ID_FLZLSI4 x m4,8.197274
ID_FLZLSI4 x m5,8.197274
ID_FLZLSI4 x m6,8.197274
ID_MYT5933 x m1,8.226254
ID_MYT5933 x m2,8.191637
ID_MYT5933 x m3,8.197941
ID_MYT5933 x m4,8.204413
ID_MYT5933 x m5,8.211966
ID_MYT5933 x m6,8.192851
ID_NQZEWB1 x m1,8.218386
ID_NQZEWB1 x m2,8.201178
ID_NQZEWB1 x m3,8.217322
ID_NQZEWB1 x m4,8.225126
ID_NQZEWB1 x m5,8.204413
ID_NQZEWB1 x m6,8.191637
ID_7CI8K7R x m1,8.204413
ID_7CI8K7R x m2,8.196011
ID_7CI8K7R x m3,8.211966
ID_7CI8K7R x m4,8.194747
ID_7CI8K7R x m5,8.19222
ID_7CI8K7R x m6,8.211966
ID_VX92LRA x m1,8.226254
ID_VX92LRA x m2,8.217322
ID_VX92LRA x m3,8.22851
ID_VX92LRA x m4,8.230766
ID_VX92LRA x m5,8.205493
ID_VX92LRA x m6,8.205493
ID_9C5S0CI x m1,8.218386
ID_9C5S0CI x m2,8.197274
ID_9C5S0CI x m3,8.225126
ID_9C5S0CI x m4,8.233022
ID_9C5S0CI x m5,8.218386
ID_9C5S0CI x m6,8.194115
ID_UTN0QCT x m1,8.221742
ID_UTN0QCT x m2,8.196011
ID_UTN0QCT x m3,8.206572
ID_UTN0QCT x m4,8.194115
ID_UTN0QCT x m5,8.191637
ID_UTN0QCT x m6,8.214123
ID_5L6RUAU x m1,8.203335
ID_5L6RUAU x m2,8.208729
ID_5L6RUAU x m3,8.197274
ID_5L6RUAU x m4,8.205493
ID_5L6RUAU x m5,8.20765
ID_5L6RUAU x m6,8.200098
ID_SCG49X8 x m1,8.205493
ID_SCG49X8 x m2,8.203335
ID_SCG49X8 x m3,8.208729
ID_SCG49X8 x m4,8.192851
ID_SCG49X8 x m5,8.194115
ID_SCG49X8 x m6,8.197274
ID_4NBSQ6J x m1,8.196643
ID_4NBSQ6J x m2,8.235278
ID_4NBSQ6J x m3,8.197274
ID_4NBSQ6J x m4,8.215194
ID_4NBSQ6J x m5,8.191588
ID_4NBSQ6J x m6,8.206572
ID_ECXXBRY x m1,8.194747
ID_ECXXBRY x m2,8.238663
ID_ECXXBRY x m3,8.238663
ID_ECXXBRY x m4,8.204413
ID_ECXXBRY x m5,8.200098
ID_ECXXBRY x m6,8.213044
ID_LIMN1D9 x m1,8.205493
ID_LIMN1D9 x m2,8.211966
ID_LIMN1D9 x m3,8.217322
ID_LIMN1D9 x m4,8.190956
ID_LIMN1D9 x m5,8.218386
ID_LIMN1D9 x m6,8.206572
ID_DWMGXRX x m1,8.202256
ID_DWMGXRX x m2,8.193483
ID_DWMGXRX x m3,8.194747
ID_DWMGXRX x m4,8.237534
ID_DWMGXRX x m5,8.196011
ID_DWMGXRX x m6,8.195378
ID_5673FKO x m1,8.193483
ID_5673FKO x m2,8.22851
ID_5673FKO x m3,8.229638
ID_5673FKO x m4,8.191637
ID_5673FKO x m5,8.216258
ID_5673FKO x m6,8.244304
ID_LAKSRLI x m1,8.192851
ID_LAKSRLI x m2,8.196011
ID_LAKSRLI x m3,8.194747
ID_LAKSRLI x m4,8.200098
ID_LAKSRLI x m5,8.19222
ID_LAKSRLI x m6,8.194747
ID_6PE583X x m1,8.196643
ID_6PE583X x m2,8.196011
ID_6PE583X x m3,8.199019
ID_6PE583X x m4,8.230766
ID_6PE583X x m5,8.197274
ID_6PE583X x m6,8.193483
ID_TGWBL4G x m1,8.218386
ID_TGWBL4G x m2,8.204413
ID_TGWBL4G x m3,8.22287
ID_TGWBL4G x m4,8.229638
ID_TGWBL4G x m5,8.201178
ID_TGWBL4G x m6,8.206572
ID_U4F4JYA x m1,8.193483
ID_U4F4JYA x m2,8.203335
ID_U4F4JYA x m3,8.191637
ID_U4F4JYA x m4,8.216258
ID_U4F4JYA x m5,8.213044
ID_U4F4JYA x m6,8.199019
ID_N6J8FJ4 x m1,8.197941
ID_N6J8FJ4 x m2,8.204413
ID_N6J8FJ4 x m3,8.235278
ID_N6J8FJ4 x m4,8.216258
ID_N6J8FJ4 x m5,8.220614
ID_N6J8FJ4 x m6,8.195378
ID_DQVGK7J x m1,8.210886
ID_DQVGK7J x m2,8.22851
ID_DQVGK7J x m3,8.216258
ID_DQVGK7J x m4,8.197941
ID_DQVGK7J x m5,8.195378
ID_DQVGK7J x m6,8.220614
ID_2BU0D5F x m1,8.236406
ID_2BU0D5F x m2,8.201178
ID_2BU0D5F x m3,8.196011
ID_2BU0D5F x m4,8.192851
ID_2BU0D5F x m5,8.196011
ID_2BU0D5F x m6,8.197941
ID_KECZT14 x m1,8.197274
ID_KECZT14 x m2,8.193483
ID_KECZT14 x m3,8.193483
ID_KECZT14 x m4,8.194747
ID_KECZT14 x m5,8.206572
ID_KECZT14 x m6,8.213044
ID_WCNW10Q x m1,8.197941
ID_WCNW10Q x m2,8.192851
ID_WCNW10Q x m3,8.220614
ID_WCNW10Q x m4,8.196643
ID_WCNW10Q x m5,8.211966
ID_WCNW10Q x m6,8.196643
ID_LN6DQEB x m1,8.191588
ID_LN6DQEB x m2,8.211966
ID_LN6DQEB x m3,8.210886
ID_LN6DQEB x m4,8.219486
ID_LN6DQEB x m5,8.201178
ID_LN6DQEB x m6,8.213044
ID_9INLEQ1 x m1,8.208729
ID_9INLEQ1 x m2,8.196011
ID_9INLEQ1 x m3,8.202256
ID_9INLEQ1 x m4,8.216258
ID_9INLEQ1 x m5,8.20765
ID_9INLEQ1 x m6,8.23415
ID_YA7YPAS x m1,8.210886
ID_YA7YPAS x m2,8.229638
ID_YA7YPAS x m3,8.216258
ID_YA7YPAS x m4,8.215194
ID_YA7YPAS x m5,8.201178
ID_YA7YPAS x m6,8.201178
ID_BC3MGYO x m1,8.209807
ID_BC3MGYO x m2,8.218386
ID_BC3MGYO x m3,8.217322
ID_BC3MGYO x m4,8.191588
ID_BC3MGYO x m5,8.196643
ID_BC3MGYO x m6,8.196011
ID_XC554H4 x m1,8.195378
ID_XC554H4 x m2,8.211966
ID_XC554H4 x m3,8.208729
ID_XC554H4 x m4,8.195378
ID_XC554H4 x m5,8.197274
ID_XC554H4 x m6,8.192851
ID_B1KWRCR x m1,8.197274
ID_B1KWRCR x m2,8.223998
ID_B1KWRCR x m3,8.250528
ID_B1KWRCR x m4,8.196643
ID_B1KWRCR x m5,8.197274
ID_B1KWRCR x m6,8.230766
ID_WP5E55M x m1,8.214123
ID_WP5E55M x m2,8.195378
ID_WP5E55M x m3,8.211966
ID_WP5E55M x m4,8.191637
ID_WP5E55M x m5,8.214123
ID_WP5E55M x m6,8.197941
ID_C8OBZVF x m1,8.210886
ID_C8OBZVF x m2,8.235278
ID_C8OBZVF x m3,8.217322
ID_C8OBZVF x m4,8.196011
ID_C8OBZVF x m5,8.204413
ID_C8OBZVF x m6,8.2318945
ID_CWPGN7U x m1,8.205493
ID_CWPGN7U x m2,8.197274
ID_CWPGN7U x m3,8.193483
ID_CWPGN7U x m4,8.20765
ID_CWPGN7U x m5,8.209807
ID_CWPGN7U x m6,7.6355605
ID_PNCCTMJ x m1,8.191588
ID_PNCCTMJ x m2,8.199019
ID_PNCCTMJ x m3,7.645576
ID_PNCCTMJ x m4,8.214123
ID_PNCCTMJ x m5,8.206572
ID_PNCCTMJ x m6,8.200098
ID_GRPALNQ x m1,8.225126
ID_GRPALNQ x m2,8.217322
ID_GRPALNQ x m3,8.213044
ID_GRPALNQ x m4,8.214123
ID_GRPALNQ x m5,8.203335
ID_GRPALNQ x m6,8.197274
ID_3UPEE38 x m1,8.22851
ID_3UPEE38 x m2,8.210886
ID_3UPEE38 x m3,8.193483
ID_3UPEE38 x m4,8.227383
ID_3UPEE38 x m5,8.199019
ID_3UPEE38 x m6,8.196643
ID_2HJP1OF x m1,8.210886
ID_2HJP1OF x m2,8.218386
ID_2HJP1OF x m3,8.226254
ID_2HJP1OF x m4,8.202256
ID_2HJP1OF x m5,7.6335564
ID_2HJP1OF x m6,8.214123
ID_3UGWPA2 x m1,7.6315536
ID_3UGWPA2 x m2,8.194115
ID_3UGWPA2 x m3,7.687645
ID_3UGWPA2 x m4,8.193483
ID_3UGWPA2 x m5,8.20765
ID_3UGWPA2 x m6,8.191637
ID_PTIDJ0V x m1,8.22287
ID_PTIDJ0V x m2,8.240918
ID_PTIDJ0V x m3,8.200098
ID_PTIDJ0V x m4,8.236406
ID_PTIDJ0V x m5,8.192851
ID_PTIDJ0V x m6,8.216258
ID_48B393H x m1,8.194747
ID_48B393H x m2,8.20765
ID_48B393H x m3,8.226254
ID_48B393H x m4,8.218386
ID_48B393H x m5,8.227383
ID_48B393H x m6,8.223998
ID_6OBCHGV x m1,8.202256
ID_6OBCHGV x m2,8.191637
ID_6OBCHGV x m3,8.196643
ID_6OBCHGV x m4,8.235278
ID_6OBCHGV x m5,8.202256
ID_6OBCHGV x m6,8.196643
ID_6GQFDCD x m1,8.206572
ID_6GQFDCD x m2,8.211966
ID_6GQFDCD x m3,8.206572
ID_6GQFDCD x m4,8.194115
ID_6GQFDCD x m5,8.191637
ID_6GQFDCD x m6,8.218386
ID_Q7L4F2Q x m1,8.196643
ID_Q7L4F2Q x m2,8.210886
ID_Q7L4F2Q x m3,8.215194
ID_Q7L4F2Q x m4,8.196643
ID_Q7L4F2Q x m5,8.213044
ID_Q7L4F2Q x m6,8.201178
ID_IH7KZNE x m1,8.19222
ID_IH7KZNE x m2,8.216258
ID_IH7KZNE x m3,8.206572
ID_IH7KZNE x m4,8.200098
ID_IH7KZNE x m5,8.22851
ID_IH7KZNE x m6,8.195378
ID_SXY8UFC x m1,8.205493
ID_SXY8UFC x m2,8.208729
ID_SXY8UFC x m3,8.20765
ID_SXY8UFC x m4,8.197274
ID_SXY8UFC x m5,8.196643
ID_SXY8UFC x m6,8.196643
ID_V2Y6SMF x m1,8.118852
ID_V2Y6SMF x m2,8.196011
ID_V2Y6SMF x m3,8.200098
ID_V2Y6SMF x m4,8.020111
ID_V2Y6SMF x m5,8.199019
ID_V2Y6SMF x m6,8.199019
ID_1ATVI0A x m1,8.205493
ID_1ATVI0A x m2,8.199019
ID_1ATVI0A x m3,8.217322
ID_1ATVI0A x m4,8.197941
ID_1ATVI0A x m5,8.22287
ID_1ATVI0A x m6,8.206572
ID_OSG2NIS x m1,8.22851
ID_OSG2NIS x m2,8.194747
ID_OSG2NIS x m3,8.214123
ID_OSG2NIS x m4,8.19222
ID_OSG2NIS x m5,8.208729
ID_OSG2NIS x m6,8.225126
ID_DSE9AZF x m1,8.196011
ID_DSE9AZF x m2,8.194115
ID_DSE9AZF x m3,8.196643
ID_DSE9AZF x m4,8.193483
ID_DSE9AZF x m5,8.220614
ID_DSE9AZF x m6,8.210886
ID_NPDWMVA x m1,8.20765
ID_NPDWMVA x m2,8.197274
ID_NPDWMVA x m3,8.227383
ID_NPDWMVA x m4,8.196643
ID_NPDWMVA x m5,8.225126
ID_NPDWMVA x m6,8.208729
ID_OX347PD x m1,8.242046
ID_OX347PD x m2,8.202256
ID_OX347PD x m3,8.249142
ID_OX347PD x m4,8.23415
ID_OX347PD x m5,8.230766
ID_OX347PD x m6,8.203335
ID_TBCOVHR x m1,8.196643
ID_TBCOVHR x m2,8.221742
ID_TBCOVHR x m3,8.206572
ID_TBCOVHR x m4,8.203335
ID_TBCOVHR x m5,8.194747
ID_TBCOVHR x m6,8.211966
ID_N7L09UK x m1,8.200098
ID_N7L09UK x m2,8.225126
ID_N7L09UK x m3,8.200098
ID_N7L09UK x m4,8.199019
ID_N7L09UK x m5,8.217322
ID_N7L09UK x m6,8.217322
ID_YHKTYK7 x m1,8.196643
ID_YHKTYK7 x m2,8.19222
ID_YHKTYK7 x m3,8.200098
ID_YHKTYK7 x m4,8.199019
ID_YHKTYK7 x m5,8.200098
ID_YHKTYK7 x m6,8.219486
ID_ICFNPL3 x m1,8.194115
ID_ICFNPL3 x m2,8.216258
ID_ICFNPL3 x m3,8.196643
ID_ICFNPL3 x m4,8.194747
ID_ICFNPL3 x m5,8.216258
ID_ICFNPL3 x m6,8.196011
ID_129WBUX x m1,8.220614
ID_129WBUX x m2,8.221742
ID_129WBUX x m3,8.202256
ID_129WBUX x m4,8.194115
ID_129WBUX x m5,8.216258
ID_129WBUX x m6,8.237534
ID_PNEWXTC x m1,8.213044
ID_PNEWXTC x m2,8.227383
ID_PNEWXTC x m3,8.195378
ID_PNEWXTC x m4,8.221742
ID_PNEWXTC x m5,8.202256
ID_PNEWXTC x m6,8.190956
ID_ODJDXLT x m1,8.196643
ID_ODJDXLT x m2,8.194115
ID_ODJDXLT x m3,8.19222
ID_ODJDXLT x m4,8.203335
ID_ODJDXLT x m5,8.209807
ID_ODJDXLT x m6,8.216258
ID_LR5HI92 x m1,8.210886
ID_LR5HI92 x m2,8.223998
ID_LR5HI92 x m3,8.211966
ID_LR5HI92 x m4,8.211966
ID_LR5HI92 x m5,8.195378
ID_LR5HI92 x m6,8.223998
ID_UTLRHQJ x m1,8.200098
ID_UTLRHQJ x m2,8.230766
ID_UTLRHQJ x m3,8.210886
ID_UTLRHQJ x m4,8.194747
ID_UTLRHQJ x m5,8.217322
ID_UTLRHQJ x m6,8.205493
ID_8D2JVNA x m1,8.199019
ID_8D2JVNA x m2,8.243175
ID_8D2JVNA x m3,8.196011
ID_8D2JVNA x m4,8.22851
ID_8D2JVNA x m5,8.193483
ID_8D2JVNA x m6,8.237534
ID_0IHI029 x m1,8.223998
ID_0IHI029 x m2,8.197941
ID_0IHI029 x m3,8.208729
ID_0IHI029 x m4,8.215194
ID_0IHI029 x m5,8.210886
ID_0IHI029 x m6,8.201178
ID_URKFNMJ x m1,8.209807
ID_URKFNMJ x m2,8.201178
ID_URKFNMJ x m3,8.199019
ID_URKFNMJ x m4,8.221742
ID_URKFNMJ x m5,8.217322
ID_URKFNMJ x m6,8.211966
ID_Q13FY0M x m1,8.196643
ID_Q13FY0M x m2,8.220614
ID_Q13FY0M x m3,8.208729
ID_Q13FY0M x m4,8.215194
ID_Q13FY0M x m5,8.217322
ID_Q13FY0M x m6,8.199019
ID_QOP9TXX x m1,8.195378
ID_QOP9TXX x m2,8.208729
ID_QOP9TXX x m3,8.220614
ID_QOP9TXX x m4,8.219486
ID_QOP9TXX x m5,8.215194
ID_QOP9TXX x m6,8.196011
ID_E3FU1QW x m1,8.193483
ID_E3FU1QW x m2,8.200098
ID_E3FU1QW x m3,8.221742
ID_E3FU1QW x m4,8.193483
ID_E3FU1QW x m5,8.196011
ID_E3FU1QW x m6,8.197274
ID_JS746CS x m1,8.192851
ID_JS746CS x m2,8.217322
ID_JS746CS x m3,8.236406
ID_JS746CS x m4,8.195378
ID_JS746CS x m5,8.219486
ID_JS746CS x m6,8.194747
ID_QQRI2TD x m1,8.19222
ID_QQRI2TD x m2,8.206572
ID_QQRI2TD x m3,8.195378
ID_QQRI2TD x m4,8.206572
ID_QQRI2TD x m5,8.226254
ID_QQRI2TD x m6,8.197274
ID_MVUOEBR x m1,8.218386
ID_MVUOEBR x m2,8.205493
ID_MVUOEBR x m3,8.191588
ID_MVUOEBR x m4,8.191588
ID_MVUOEBR x m5,8.196011
ID_MVUOEBR x m6,8.204413
ID_OQGZXDY x m1,8.200098
ID_OQGZXDY x m2,8.215194
ID_OQGZXDY x m3,8.19222
ID_OQGZXDY x m4,8.216258
ID_OQGZXDY x m5,8.23979
ID_OQGZXDY x m6,8.196643
ID_T9FURAR x m1,8.19222
ID_T9FURAR x m2,8.218386
ID_T9FURAR x m3,8.200098
ID_T9FURAR x m4,8.210886
ID_T9FURAR x m5,8.192851
ID_T9FURAR x m6,8.226254
ID_PPNVWAE x m1,8.197941
ID_PPNVWAE x m2,8.216258
ID_PPNVWAE x m3,8.214123
ID_PPNVWAE x m4,8.209807
ID_PPNVWAE x m5,8.197941
ID_PPNVWAE x m6,8.196011
ID_UF9FLD5 x m1,8.199019
ID_UF9FLD5 x m2,8.226254
ID_UF9FLD5 x m3,8.196643
ID_UF9FLD5 x m4,8.194747
ID_UF9FLD5 x m5,8.208729
ID_UF9FLD5 x m6,8.220614
ID_7UYBZLH x m1,8.211966
ID_7UYBZLH x m2,8.216258
ID_7UYBZLH x m3,8.197941
ID_7UYBZLH x m4,8.219486
ID_7UYBZLH x m5,8.210886
ID_7UYBZLH x m6,8.199019
ID_MU8RA5Q x m1,7.6836386
ID_MU8RA5Q x m2,8.205493
ID_MU8RA5Q x m3,8.213044
ID_MU8RA5Q x m4,8.244304
ID_MU8RA5Q x m5,8.19222
ID_MU8RA5Q x m6,8.200098
ID_8V8G6NH x m1,8.200098
ID_8V8G6NH x m2,8.202256
ID_8V8G6NH x m3,8.20765
ID_8V8G6NH x m4,8.194747
ID_8V8G6NH x m5,8.235278
ID_8V8G6NH x m6,8.19222
ID_BQ7FG9C x m1,8.201178
ID_BQ7FG9C x m2,8.203335
ID_BQ7FG9C x m3,8.238663
ID_BQ7FG9C x m4,8.193483
ID_BQ7FG9C x m5,8.195378
ID_BQ7FG9C x m6,8.194747
ID_JBDVSJJ x m1,8.192851
ID_JBDVSJJ x m2,8.201178
ID_JBDVSJJ x m3,8.208729
ID_JBDVSJJ x m4,8.217322
ID_JBDVSJJ x m5,8.210886
ID_JBDVSJJ x m6,8.197941
ID_M8HBS1E x m1,8.196643
ID_M8HBS1E x m2,8.197941
ID_M8HBS1E x m3,8.20765
ID_M8HBS1E x m4,8.194115
ID_M8HBS1E x m5,8.227383
ID_M8HBS1E x m6,8.203335
ID_CO94I99 x m1,8.197274
ID_CO94I99 x m2,8.203335
ID_CO94I99 x m3,8.197941
ID_CO94I99 x m4,8.206572
ID_CO94I99 x m5,8.194115
ID_CO94I99 x m6,8.196643
ID_LGFLHRX x m1,8.195378
ID_LGFLHRX x m2,8.195378
ID_LGFLHRX x m3,8.226254
ID_LGFLHRX x m4,8.216258
ID_LGFLHRX x m5,8.201178
ID_LGFLHRX x m6,8.211966
ID_LFV1EAG x m1,8.203335
ID_LFV1EAG x m2,8.202256
ID_LFV1EAG x m3,8.193483
ID_LFV1EAG x m4,8.192851
ID_LFV1EAG x m5,8.223998
ID_LFV1EAG x m6,8.216258
ID_973U8JP x m1,8.202256
ID_973U8JP x m2,8.197941
ID_973U8JP x m3,8.19222
ID_973U8JP x m4,8.197274
ID_973U8JP x m5,8.206572
ID_973U8JP x m6,8.195378
ID_86YEBFP x m1,8.213044
ID_86YEBFP x m2,8.196643
ID_86YEBFP x m3,8.199019
ID_86YEBFP x m4,8.211966
ID_86YEBFP x m5,8.197941
ID_86YEBFP x m6,8.194747
ID_5S12DGL x m1,8.211966
ID_5S12DGL x m2,8.229638
ID_5S12DGL x m3,8.200098
ID_5S12DGL x m4,8.226254
ID_5S12DGL x m5,8.197941
ID_5S12DGL x m6,8.205493
ID_43E2QCQ x m1,8.22287
ID_43E2QCQ x m2,8.209807
ID_43E2QCQ x m3,8.202256
ID_43E2QCQ x m4,8.197941
ID_43E2QCQ x m5,8.197941
ID_43E2QCQ x m6,8.218386
ID_Q130D3Z x m1,8.200098
ID_Q130D3Z x m2,8.19222
ID_Q130D3Z x m3,8.197274
ID_Q130D3Z x m4,8.226254
ID_Q130D3Z x m5,8.214123
ID_Q130D3Z x m6,8.206572
ID_W99OW7R x m1,8.196643
ID_W99OW7R x m2,8.197274
ID_W99OW7R x m3,8.194115
ID_W99OW7R x m4,8.194115
ID_W99OW7R x m5,8.196011
ID_W99OW7R x m6,8.195378
ID_3F0CZQJ x m1,8.19222
ID_3F0CZQJ x m2,8.217322
ID_3F0CZQJ x m3,8.196011
ID_3F0CZQJ x m4,8.200098
ID_3F0CZQJ x m5,8.197941
ID_3F0CZQJ x m6,8.215194
ID_W2LFQND x m1,7.625544
ID_W2LFQND x m2,7.6233473
ID_W2LFQND x m3,8.215194
ID_W2LFQND x m4,8.209807
ID_W2LFQND x m5,8.197274
ID_W2LFQND x m6,8.195378
ID_SEZVJ71 x m1,8.210886
ID_SEZVJ71 x m2,8.219486
ID_SEZVJ71 x m3,8.191637
ID_SEZVJ71 x m4,8.213044
ID_SEZVJ71 x m5,8.206572
ID_SEZVJ71 x m6,8.206572
ID_6TTW20D x m1,8.204413
ID_6TTW20D x m2,8.196011
ID_6TTW20D x m3,8.214123
ID_6TTW20D x m4,8.197941
ID_6TTW20D x m5,8.197941
ID_6TTW20D x m6,8.216258
ID_RXG9MTJ x m1,8.237534
ID_RXG9MTJ x m2,8.20765
ID_RXG9MTJ x m3,8.205493
ID_RXG9MTJ x m4,8.199019
ID_RXG9MTJ x m5,8.197274
ID_RXG9MTJ x m6,8.20765
ID_3FI6TO2 x m1,8.210886
ID_3FI6TO2 x m2,8.196643
ID_3FI6TO2 x m3,8.199019
ID_3FI6TO2 x m4,8.205493
ID_3FI6TO2 x m5,8.193483
ID_3FI6TO2 x m6,8.193483
ID_PVK1XOT x m1,8.197941
ID_PVK1XOT x m2,8.192851
ID_PVK1XOT x m3,8.229638
ID_PVK1XOT x m4,8.208729
ID_PVK1XOT x m5,8.211966
ID_PVK1XOT x m6,8.208729
ID_1BNHTI1 x m1,8.194747
ID_1BNHTI1 x m2,8.213044
ID_1BNHTI1 x m3,8.213044
ID_1BNHTI1 x m4,8.204413
ID_1BNHTI1 x m5,8.19222
ID_1BNHTI1 x m6,8.209807
ID_GV3ALAB x m1,8.221742
ID_GV3ALAB x m2,8.233022
ID_GV3ALAB x m3,8.194115
ID_GV3ALAB x m4,8.191588
ID_GV3ALAB x m5,8.195378
ID_GV3ALAB x m6,8.206572
ID_L05Y56T x m1,8.199019
ID_L05Y56T x m2,8.192851
ID_L05Y56T x m3,8.218386
ID_L05Y56T x m4,8.22287
ID_L05Y56T x m5,8.17959
ID_L05Y56T x m6,8.230766
ID_SH2LBEW x m1,8.191637
ID_SH2LBEW x m2,8.225126
ID_SH2LBEW x m3,8.193483
ID_SH2LBEW x m4,8.206572
ID_SH2LBEW x m5,8.225126
ID_SH2LBEW x m6,8.211966
ID_ZI4SU5R x m1,8.20765
ID_ZI4SU5R x m2,8.213044
ID_ZI4SU5R x m3,8.195378
ID_ZI4SU5R x m4,8.19222
ID_ZI4SU5R x m5,8.227383
ID_ZI4SU5R x m6,8.22851
ID_JK58L4I x m1,8.204413
ID_JK58L4I x m2,8.197274
ID_JK58L4I x m3,8.19222
ID_JK58L4I x m4,8.197274
ID_JK58L4I x m5,8.219486
ID_JK58L4I x m6,8.200098
ID_CA01T0X x m1,8.226254
ID_CA01T0X x m2,8.216258
ID_CA01T0X x m3,8.204413
ID_CA01T0X x m4,8.197941
ID_CA01T0X x m5,8.233022
ID_CA01T0X x m6,8.197274
ID_4EU31YQ x m1,8.206572
ID_4EU31YQ x m2,8.194747
ID_4EU31YQ x m3,8.211966
ID_4EU31YQ x m4,8.209807
ID_4EU31YQ x m5,8.195378
ID_4EU31YQ x m6,8.210886
ID_6INIRBU x m1,8.216258
ID_6INIRBU x m2,8.226254
ID_6INIRBU x m3,8.208729
ID_6INIRBU x m4,8.19222
ID_6INIRBU x m5,8.192851
ID_6INIRBU x m6,8.192851
ID_7BATXH6 x m1,8.20765
ID_7BATXH6 x m2,8.225126
ID_7BATXH6 x m3,8.192851
ID_7BATXH6 x m4,8.205493
ID_7BATXH6 x m5,8.209807
ID_7BATXH6 x m6,8.192851
ID_EGVG7G5 x m1,8.210886
ID_EGVG7G5 x m2,8.197274
ID_EGVG7G5 x m3,8.197941
ID_EGVG7G5 x m4,8.193483
ID_EGVG7G5 x m5,8.196011
ID_EGVG7G5 x m6,8.20765
ID_JC4FNNM x m1,8.197941
ID_JC4FNNM x m2,8.197941
ID_JC4FNNM x m3,8.200098
ID_JC4FNNM x m4,8.204413
ID_JC4FNNM x m5,8.203335
ID_JC4FNNM x m6,8.22287
ID_GYGUTKN x m1,8.190956
ID_GYGUTKN x m2,8.196643
ID_GYGUTKN x m3,8.217322
ID_GYGUTKN x m4,8.201178
ID_GYGUTKN x m5,8.197941
ID_GYGUTKN x m6,8.196011
ID_M762K4T x m1,8.199019
ID_M762K4T x m2,8.195378
ID_M762K4T x m3,8.201178
ID_M762K4T x m4,8.195378
ID_M762K4T x m5,8.210886
ID_M762K4T x m6,8.221742
ID_POJB93X x m1,8.197274
ID_POJB93X x m2,8.197274
ID_POJB93X x m3,8.209807
ID_POJB93X x m4,8.195378
ID_POJB93X x m5,8.220614
ID_POJB93X x m6,8.235278
ID_UBE52CY x m1,8.200098
ID_UBE52CY x m2,8.194747
ID_UBE52CY x m3,8.201178
ID_UBE52CY x m4,8.199019
ID_UBE52CY x m5,8.193483
ID_UBE52CY x m6,8.196011
ID_EJ93LY9 x m1,8.196643
ID_EJ93LY9 x m2,8.191588
ID_EJ93LY9 x m3,8.191588
ID_EJ93LY9 x m4,8.214123
ID_EJ93LY9 x m5,8.206572
ID_EJ93LY9 x m6,8.191637
ID_ZYBRXG6 x m1,8.200098
ID_ZYBRXG6 x m2,8.196643
ID_ZYBRXG6 x m3,8.197941
ID_ZYBRXG6 x m4,8.199019
ID_ZYBRXG6 x m5,8.195378
ID_ZYBRXG6 x m6,8.199019
ID_94J3D62 x m1,8.199019
ID_94J3D62 x m2,8.204413
ID_94J3D62 x m3,8.197274
ID_94J3D62 x m4,8.208729
ID_94J3D62 x m5,8.20765
ID_94J3D62 x m6,8.230766
ID_U8WPBGO x m1,8.200098
ID_U8WPBGO x m2,8.191588
ID_U8WPBGO x m3,8.19222
ID_U8WPBGO x m4,8.220614
ID_U8WPBGO x m5,8.229638
ID_U8WPBGO x m6,8.208729
ID_G48K6UO x m1,8.199019
ID_G48K6UO x m2,8.202256
ID_G48K6UO x m3,8.213044
ID_G48K6UO x m4,8.206572
ID_G48K6UO x m5,8.218386
ID_G48K6UO x m6,8.202256
ID_BS30CAH x m1,8.193483
ID_BS30CAH x m2,8.204413
ID_BS30CAH x m3,8.201178
ID_BS30CAH x m4,8.195378
ID_BS30CAH x m5,8.205493
ID_BS30CAH x m6,8.211966
ID_5T23MAQ x m1,8.227383
ID_5T23MAQ x m2,8.205493
ID_5T23MAQ x m3,8.197941
ID_5T23MAQ x m4,8.204413
ID_5T23MAQ x m5,8.202256
ID_5T23MAQ x m6,8.20765
ID_SIHLSIF x m1,8.194747
ID_SIHLSIF x m2,8.206572
ID_SIHLSIF x m3,8.215194
ID_SIHLSIF x m4,8.191637
ID_SIHLSIF x m5,8.206572
ID_SIHLSIF x m6,8.196643
ID_N8RLU89 x m1,8.22851
ID_N8RLU89 x m2,8.202256
ID_N8RLU89 x m3,8.233022
ID_N8RLU89 x m4,8.196643
ID_N8RLU89 x m5,8.195378
ID_N8RLU89 x m6,8.23415
ID_PK3QSGR x m1,8.201178
ID_PK3QSGR x m2,8.203335
ID_PK3QSGR x m3,8.196643
ID_PK3QSGR x m4,8.195378
ID_PK3QSGR x m5,8.196011
ID_PK3QSGR x m6,8.197941
ID_4DMOVZZ x m1,8.225126
ID_4DMOVZZ x m2,8.197274
ID_4DMOVZZ x m3,8.209807
ID_4DMOVZZ x m4,8.208729
ID_4DMOVZZ x m5,8.194747
ID_4DMOVZZ x m6,8.200098
ID_TUB4L55 x m1,8.197941
ID_TUB4L55 x m2,8.238663
ID_TUB4L55 x m3,8.206572
ID_TUB4L55 x m4,8.211966
ID_TUB4L55 x m5,8.213044
ID_TUB4L55 x m6,8.211966
ID_10RG6A6 x m1,8.206572
ID_10RG6A6 x m2,8.208729
ID_10RG6A6 x m3,8.19222
ID_10RG6A6 x m4,8.219486
ID_10RG6A6 x m5,8.201178
ID_10RG6A6 x m6,8.215194
ID_30V5XNJ x m1,8.211966
ID_30V5XNJ x m2,8.191588
