PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
771,0,3,Mr,male,24.0,0,0,345781,9.5,,S
772,0,3,Mr,male,48.0,0,0,350047,7.8542,,S
774,0,3,Mr,male,25.14061971830986,0,0,2674,7.225,,C
776,0,3,Mr,male,18.0,0,0,347078,7.75,,S
777,0,3,Mr,male,25.14061971830986,0,0,383121,7.75,F38,Q
778,1,3,Miss,female,5.0,0,0,364516,12.475,,S
779,0,3,Mr,male,25.14061971830986,0,0,36865,7.7375,,Q
781,1,3,Miss,female,13.0,0,0,2687,7.2292,,C
784,0,3,Mr,male,25.14061971830986,1,2,W./C. 6607,23.45,,S
785,0,3,Mr,male,25.0,0,0,SOTON/O.Q. 3101312,7.05,,S
786,0,3,Mr,male,25.0,0,0,374887,7.25,,S
787,1,3,Miss,female,18.0,0,0,3101265,7.4958,,S
788,0,3,Master,male,8.0,4,1,382652,29.125,,Q
789,1,3,Master,male,1.0,1,2,C.A. 2315,20.575,,S
791,0,3,Mr,male,25.14061971830986,0,0,12460,7.75,,Q
793,0,3,Miss,female,25.14061971830986,8,2,CA. 2343,69.55,,S
795,0,3,Mr,male,25.0,0,0,349203,7.8958,,S
798,1,3,Mrs,female,31.0,0,0,349244,8.6833,,S
799,0,3,Mr,male,30.0,0,0,2685,7.2292,,C
800,0,3,Mrs,female,30.0,1,1,345773,24.15,,S
804,1,3,Master,male,0.42,0,1,2625,8.5167,,C
805,1,3,Mr,male,27.0,0,0,347089,6.975,,S
806,0,3,Mr,male,31.0,0,0,347063,7.775,,S
808,0,3,Miss,female,18.0,0,0,347087,7.775,,S
811,0,3,Mr,male,26.0,0,0,3474,7.8875,,S
812,0,3,Mr,male,39.0,0,0,A/4 48871,24.15,,S
814,0,3,Miss,female,6.0,4,2,347082,31.275,,S
815,0,3,Mr,male,30.5,0,0,364499,8.05,,S
817,0,3,Miss,female,23.0,0,0,STON/O2. 3101290,7.925,,S
819,0,3,Mr,male,43.0,0,0,C 7075,6.45,,S
820,0,3,Master,male,10.0,3,2,347088,27.9,,S
822,1,3,Mr,male,27.0,0,0,315098,8.6625,,S
824,1,3,Mrs,female,27.0,0,1,392096,12.475,E121,S
825,0,3,Master,male,2.0,4,1,3101295,39.6875,,S
826,0,3,Mr,male,25.14061971830986,0,0,368323,6.95,,Q
827,0,3,Mr,male,25.14061971830986,0,0,1601,56.4958,,S
829,1,3,Mr,male,25.14061971830986,0,0,367228,7.75,,Q
831,1,3,Mrs,female,15.0,1,0,2659,14.4542,,C
833,0,3,Mr,male,25.14061971830986,0,0,2671,7.2292,,C
834,0,3,Mr,male,23.0,0,0,347468,7.8542,,S
835,0,3,Mr,male,18.0,0,0,2223,8.3,,S
837,0,3,Mr,male,21.0,0,0,315097,8.6625,,S
838,0,3,Mr,male,25.14061971830986,0,0,392092,8.05,,S
839,1,3,Mr,male,32.0,0,0,1601,56.4958,,S
841,0,3,Mr,male,20.0,0,0,SOTON/O2 3101287,7.925,,S
844,0,3,Mr,male,34.5,0,0,2683,6.4375,,C
845,0,3,Mr,male,17.0,0,0,315090,8.6625,,S
846,0,3,Mr,male,42.0,0,0,C.A. 5547,7.55,,S
847,0,3,Mr,male,25.14061971830986,8,2,CA. 2343,69.55,,S
848,0,3,Mr,male,35.0,0,0,349213,7.8958,,C
851,0,3,Master,male,4.0,4,2,347082,31.275,,S
852,0,3,Mr,male,74.0,0,0,347060,7.775,,S
853,0,3,Miss,female,9.0,1,1,2678,15.2458,,C
856,1,3,Mrs,female,18.0,0,1,392091,9.35,,S
859,1,3,Mrs,female,24.0,0,3,2666,19.2583,,C
860,0,3,Mr,male,25.14061971830986,0,0,2629,7.2292,,C
861,0,3,Mr,male,41.0,2,0,350026,14.1083,,S
864,0,3,Miss,female,25.14061971830986,8,2,CA. 2343,69.55,,S
869,0,3,Mr,male,25.14061971830986,0,0,345777,9.5,,S
870,1,3,Master,male,4.0,1,1,347742,11.1333,,S
871,0,3,Mr,male,26.0,0,0,349248,7.8958,,S
874,0,3,Mr,male,47.0,0,0,345765,9.0,,S
876,1,3,Miss,female,15.0,0,0,2667,7.225,,C
877,0,3,Mr,male,20.0,0,0,7534,9.8458,,S
878,0,3,Mr,male,19.0,0,0,349212,7.8958,,S
879,0,3,Mr,male,25.14061971830986,0,0,349217,7.8958,,S
882,0,3,Mr,male,33.0,0,0,349257,7.8958,,S
883,0,3,Miss,female,22.0,0,0,7552,10.5167,,S
885,0,3,Mr,male,25.0,0,0,SOTON/OQ 392076,7.05,,S
886,0,3,Mrs,female,39.0,0,5,382652,29.125,,Q
889,0,3,Miss,female,25.14061971830986,1,2,W./C. 6607,23.45,,S
891,0,3,Mr,male,32.0,0,0,370376,7.75,,Q
